NPI,lst_nm,frst_nm,measure_cd,measure_title,attestation_value,patient_count,star_value,collection_type
1164898920,BARRETT,KAYLA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1174514467,POVEROMO,ELLEN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1194958512,CHACE,KARA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1194968321,WEI,DAVID,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1215452776,BISCONTI,MICHAEL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1215992318,DOUCETTE,GREGORY,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1225395783,YAKAVONIS,MARK,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1255303764,MILLER,SETH,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1255538849,COREY,STACY,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1255946901,FOKIN,MAX,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1306330618,ARACENA OLIVER,JEAN PAUL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1326424375,ALDEN,STEVEN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1346211703,CUNNINGHAM,JAMES,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1356659296,HORTON,ANDREW,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1386843902,LYDEARD,PAUL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1396392809,ULVESTAD,AARON,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1407179542,SIMS,ELIZABETH,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1417151457,VADASDI,KATHERINE,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1447249545,SWANGO,TODD,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1457377335,KRASOWSKI,FRANK,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1457388506,SIMMONS,BARBARA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1457496093,NASSANEY,MELISSA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1477197226,HOLDEN,REID,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1477609816,MARCELLO,MEGAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1487134102,DOOLEY,COLLEEN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1497285068,COOGAN,NICOLE,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1518243120,ROBIDOUX,MELISSA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1518919166,MORELLO,JENNIFER,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1528225414,DELOS,DEMETRIS,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1538682166,KOHANSKI,KENDRA-LYNN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1578016002,FOSTER,TYLER,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1588996441,CASIMIRO,MARK,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1598324626,HEIM,NATHANIEL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1639407703,PAVAO,DAVID,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1669856308,HARPER,CAROLYN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1669872644,FURLONG,JENNIFER,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1679547830,GUARNIERI,KENNETH,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1689008963,MESCHISEN,KATHERINE,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1699188615,MACERA,DANIEL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1699711606,SWANSON,YVONNE,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1699941823,KOWALSKY,MARC,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1700433216,MCCAUSLAND,MOLLY,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1710491717,SEVIGNY,CHELSEA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1710977665,VISNICK,ALAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1720507189,MCCORMICK,DANIELLE,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1730748856,FARNSWORTH,ALYSSA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1740370535,BOTELHO,ERIN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1750861423,MOSS,ERIN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1760027924,HOLT,TAYLOR,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1760453336,CLAIN,MICHAEL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1760522973,PERRY,JOSHUA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1760547038,HERRON,ANDREW,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1760739387,RHOADS,CAROLYN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1780815530,DEBLOIS,RACHEL,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1790200350,DATTILO,ROBERT,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1790266880,MADIGAN,JORDAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1790775534,ANTONELLI,JUDY,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1801228861,GOULART,NADJA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1801379276,CARACCIOLO,MIKAELA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1851847842,FAMIGLETTI,BRIAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1861678542,GREENE,RONALD,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1871021055,BOYLE,BRENDAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1871047621,ORNSTEIN,DAVID,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1871801613,ARRUDA,SARAH,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1881206191,SCHILKOWSKY,JOHN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1912276015,CAMPION,WILLIAM,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1912960741,SHARMA,ISHWARA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1922287796,LOMONACO,THOMAS,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1922588425,RAMOS,VICTORIA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1952325581,TRUMP,PAULA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1952364523,KACPRZAK,KRZYSZTOF,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1952746836,CHOO,KEVIN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1952855702,SCHMIDT,MATTHEW,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1962062794,SCIORTINO,FELICIA,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1962459784,HAY,BRIAN,IA_EC_AHE_3,Promote Use of Patient-Reported Outcome Tools,Y,,,
1417985946,TANDON,PRIYA,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1447265228,KURISH,DAVID,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1578536025,SETHI,PAUL,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1679591168,ROSENBERG,BRADLEY,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1780022749,LOU,WYNEE,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1992869523,BOUCHER,KEVIN,IA_EC_AHE_6,Provide Education Opportunities for New Clinicians,Y,,,
1679591168,ROSENBERG,BRADLEY,IA_EC_AHE_7,Comprehensive Eye Exams,Y,,,
1003037300,BRAND,STEPHEN,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1336180579,MILLER,JOEL,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1417063405,JINETE,ENRIQUE,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1508875451,HABASHY,WAGDY,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1639103955,GUGLIELMO,THOMAS,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1639580665,WOLFSON,THEODORE,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1649253931,STEVENS,MICHAEL,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1679547830,GUARNIERI,KENNETH,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1730101635,ZOMBACK,NEAL,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1801012075,LUCK,LEON,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1912960741,SHARMA,ISHWARA,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1952364523,KACPRZAK,KRZYSZTOF,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1952395022,DICENSO,ANGELO,IA_EC_BE_1,Use of certified EHR to capture patient reported outcomes,Y,,,
1104856921,GOWDA,MADHU,IA_EC_BE_12,Use evidence-based decision aids to support shared decision-making.,Y,,,
1215143953,TOOSY,KAISER,IA_EC_BE_12,Use evidence-based decision aids to support shared decision-making.,Y,,,
1265427009,LOMBARDI,ANTHONY,IA_EC_BE_12,Use evidence-based decision aids to support shared decision-making.,Y,,,
1508875451,HABASHY,WAGDY,IA_EC_BE_12,Use evidence-based decision aids to support shared decision-making.,Y,,,
1831174051,GERSTENHABER,BRETT,IA_EC_BE_12,Use evidence-based decision aids to support shared decision-making.,Y,,,
1023077898,KAPLAN,JONATHAN,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1063706232,BERLINER,JONATHAN,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1104897784,HINDMAN,STEVEN,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1144200031,ENNIS,FRANCIS,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1144546888,CANTLON,MATTHEW,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1225258643,EICKHORST,KIMBERLY,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1427053776,BUSCHER,BETH,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1588652358,SOOD,PARDEEP,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1639103955,GUGLIELMO,THOMAS,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1639580665,WOLFSON,THEODORE,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1710983036,KNISPEL,JEFFREY,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1740285097,ZALKA,ALICIA,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1760453336,CLAIN,MICHAEL,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1831519289,LAROSA,CAROLINE,IA_EC_BE_13,"Regularly assess the patient experience of care through surveys, advisory councils and/or other mechanisms.",Y,,,
1316910185,ALPERT,LANCE,IA_EC_BE_14,Engage Patients and Families to Guide Improvement in the System of Care,Y,,,
1003824707,BOULLI,RICHARD,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1265669089,BHOOMAGOUD,MADHAVI,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1285875484,JUNG,THOMAS,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1316910185,ALPERT,LANCE,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1326068396,ANGELINI,PAULA,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1508898875,ALBANESE,DANIEL,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1548351679,ARBESFELD,LISA,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1730270851,BUCHSBAUM,MARION,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1780657213,LERTORA,JOHN,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1790705457,MCLAUGHLIN,EDWIN,IA_EC_BE_15,"Engagement of Patients, Family, and Caregivers in Developing a Plan of Care",Y,,,
1508875451,HABASHY,WAGDY,IA_EC_BE_16,Evidenced-based techniques to promote self-management into usual care,Y,,,
1700827938,PATEL,KANU,IA_EC_BE_16,Evidenced-based techniques to promote self-management into usual care,Y,,,
1619974102,ALBERT,LEE,IA_EC_BE_20,Implementation of condition-specific chronic disease self-management support programs,Y,,,
1104176122,APERGIS,YIANNIS,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1154545754,BORTAN,ALIN,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1174711741,XIONG,MAI,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1255619052,KANDEL,PRAKASH,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1285644039,GRAY,JENNIFER,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1326068396,ANGELINI,PAULA,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1386626521,DINICOLA,ARTURO,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1447341961,PETERS-GEE,JILL,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1497136758,MICELI,ALYSSA,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1538250055,REGAN,ADINE,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1538468772,HUGHART,ROSEMARA,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1568460186,LU,STEVEN,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1609872845,FEDER,INGRID,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1619974102,ALBERT,LEE,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1669447207,DONOVAN,KENNETH,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1790705457,MCLAUGHLIN,EDWIN,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1861467367,CRISPINO,CARMINE,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1891719712,BECKER,BRUCE,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1902098460,CHELEHMALZADEH,MOHAMMAD,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1962744573,WOO,JASON,IA_EC_BE_21,Improved Practices that Disseminate Appropriate Self-Management Materials,Y,,,
1376521476,LITVIN,YIGAL,IA_EC_BE_22,Improved Practices that Engage Patients Pre-Visit,Y,,,
1619974102,ALBERT,LEE,IA_EC_BE_22,Improved Practices that Engage Patients Pre-Visit,Y,,,
1801898150,FRANGER,ROBERT,IA_EC_BE_23,Integration of patient coaching practices between visits,Y,,,
